"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","MEASURE error","Operational"
"87","465.01024496298004","285.05188649942977","0.0244140625","0.021240234375","0.027587890625","2400","0.00015078040496743273","32","0.00015078040496743273","0","0.00015078040496743273","0.00015078040496743273","77:0.002205949767126736;86:0.012184190157220554;88:0.0021156907577949136;97:0.003201255203832687","77:248;86:128;88:148;97:328","0.0244140625","Yes"
"88","371.2887300742157","223.00321965239672","0.316650390625","0.8115234375","0.01416015625","2400","0.00020385796717071968","32","0.00020385796717071968","0","0.00020385796717071968","0.00020385796717071968","78:0.005321081400511268;87:0.0021156907577949136;89:0.0038512199910098743;98:0.0049299535289779595","78:268;87:148;89:108;98:248","0.316650390625","Yes"
"89","392.322593667999","574.2115451211076","0.0416259765625","0.0341796875","0.049072265625","2400","0.0002753108377123602","32","0.0002753108377123602","0","0.0002753108377123602","0.0002753108377123602","79:0.002559283185573219;99:0.0037424518294106868;88:0.0038512199910098743","79:68;99:68;88:108","0.0416259765625","Yes"
"90","236.68866791135204","265.3690262414877","0.0146484375","0.027587890625","0.001708984375","2400","0.00034781708206890744","32","0.00034781708206890744","0","0.00034781708206890744","0.00034781708206890744","80:0.002715957300424149;91:0.0038732158162469166;100:0.002012606480393947","80:88;91:68;100:68","0.0146484375","Yes"
"91","410.83827959904545","266.03223831621926","0.010986328125","0.011474609375","0.010498046875","2400","0.00023936106192751376","32","0.00023936106192751376","0","0.00023936106192751376","0.00023936106192751376","81:0.0014264450304788678;90:0.0038732158162469166;92:0.0022819564116914326;101:0.001733715077610637","81:88;90:68;92:208;101:168","0.010986328125","Yes"
"92","361.4719901794393","286.239701095132","0.03515625","0.037353515625","0.032958984375","2400","0.00016014645624075788","32","0.00016014645624075788","0","0.00016014645624075788","0.00016014645624075788","82:0.00520553702384835;91:0.0022819564116914326;93:0.0060836733626626616;102:0.007401432638433986","82:168;91:208;93:188;102:268","0.03515625","Yes"
"93","206.64416471722726","176.3293754297245","0.01220703125","0.020751953125","0.003662109375","2400","0.0004107559753575197","32","0.0004107559753575197","0","0.0004107559753575197","0.0004107559753575197","94:0.0043814904091050155;83:0.0023415158442161577;103:0.005787262543271832;92:0.0060836733626626616","94:168;83:128;103:448;92:188","0.01220703125","Yes"
"94","399.0883456902178","308.7781353498961","0.0081787109375","0.0107421875","0.005615234375","2400","0.00018430766807828316","32","0.00018430766807828316","0","0.00018430766807828316","0.00018430766807828316","93:0.0043814904091050155;84:0.004205880779073995;95:0.003129686701732859;104:0.0032535759899377237","93:168;84:208;95:168;104:168","0.0081787109375","Yes"
"95","379.77667078056703","394.5809592275079","0.0445556640625","0.051513671875","0.03759765625","2400","0.0001595992512967636","32","0.0001595992512967636","0","0.0001595992512967636","0.0001595992512967636","85:0.002496414420623566;94:0.003129686701732859;96:0.0020101444739011876;105:0.0019797630598595573","85:188;94:168;96:128;105:148","0.0445556640625","Yes"
"96","381.25289647611174","233.69513337356253","0.0374755859375","0.05126953125","0.023681640625","2400","0.00030973009020031643","32","0.00030973009020031643","0","0.00030973009020031643","0.00030973009020031643","97:0.002752505535276867;106:0.004155905862010895;86:0.0064801829600427685;95:0.0020101444739011876","97:168;106:188;86:208;95:128","0.0374755859375","Yes"
"97","389.01439941192336","249.96573601512026","0.088623046875","0.08203125","0.09521484375","2400","0.00015261169048059954","32","0.00015261169048059954","0","0.00015261169048059954","0.00015261169048059954","96:0.002752505535276867;98:0.0076250301085406536;87:0.003201255203832687;107:0.002625606281152576","96:168;98:248;87:328;107:128","0.088623046875","Yes"
"98","321.71492991781145","375.0112900734222","0.0260009765625","0.035400390625","0.0166015625","2400","0.0001465154770597036","32","0.0001465154770597036","0","0.0001465154770597036","0.0001465154770597036","97:0.0076250301085406536;88:0.0049299535289779595;99:0.0033671915299542388;108:0.009051221213431382","97:248;88:248;99:68;108:348","0.0260009765625","Yes"
"99","158.74929617712357","157.7754021829483","0.027099609375","0.036865234375","0.017333984375","2400","0.0009669345477539117","32","0.0009669345477539117","0","0.0009669345477539117","0.0009669345477539117","109:0.005171452249004366;89:0.0037424518294106868;98:0.0033671915299542388","109:188;89:68;98:68","0.027099609375","Yes"
"100","233.64081940177724","298.9485207591847","0.009765625","0.01513671875","0.00439453125","2400","0.00013330901467612294","32","0.00013330901467612294","0","0.00013330901467612294","0.00013330901467612294","101:0.0027578256508417887;110:0.001419626603138796;90:0.002012606480393947","101:188;110:128;90:68","0.009765625","Yes"
"101","153.95442518778228","145.0073655958643","0.010986328125","0.01904296875","0.0029296875","2400","0.00020223413503344127","32","0.00020223413503344127","0","0.00020223413503344127","0.00020223413503344127","100:0.0027578256508417887;91:0.001733715077610637;102:0.004643703911743319;111:0.0026186700781627714","100:188;91:168;102:128;111:248","0.010986328125","Yes"
"102","164.9836863889564","131.14919111687857","0.0123291015625","0.0205078125","0.004150390625","2400","0.00040017340059979285","32","0.00040017340059979285","0","0.00040017340059979285","0.00040017340059979285","101:0.004643703911743319;103:0.007412105032173488;92:0.007401432638433986;112:0.010922717907930146","101:128;103:368;92:268;112:168","0.0123291015625","Yes"
"103","335.5968090679775","299.23363781647225","0.0147705078125","0.01513671875","0.014404296875","2400","0.00017545503554533122","32","0.00017545503554533122","0","0.00017545503554533122","0.00017545503554533122","104:0.0030157001962141106;113:0.0033473207452620612;93:0.005787262543271832;102:0.007412105032173488","104:128;113:428;93:448;102:368","0.0147705078125","Yes"
"104","396.8926114475045","278.0574701401484","0.0126953125","0.0146484375","0.0107421875","2400","0.00019712797946784365","32","0.00019712797946784365","0","0.00019712797946784365","0.00019712797946784365","103:0.0030157001962141106;105:0.001989884015926452;114:0.004491148836570563;94:0.0032535759899377237","103:128;105:128;114:128;94:168","0.0126953125","Yes"
"105","429.28165011710644","414.23830585637734","0.04150390625","0.0263671875","0.03515625","2400","0.0003393845431606942","32","0.0003393845431606942","0","0.0003393845431606942","0.0003393845431606942","104:0.001989884015926452;106:0.0018321057725564915;115:0.0039269750172724605;95:0.0019797630598595573","104:128;106:148;115:148;95:148","0.04150390625","Yes"
"106","341.11704461955895","263.6502128979069","0.0128173828125","0.017333984375","0.00830078125","2400","0.00019652253098043396","32","0.00019652253098043396","0","0.00019652253098043396","0.00019652253098043396","96:0.004155905862010895;107:0.006937538886438721;116:0.0032227377142913793;105:0.0018321057725564915","96:188;107:188;116:128;105:148","0.0128173828125","Yes"
"107","368.98976144133155","294.2289952923317","0.0355224609375","0.052001953125","0.01904296875","2400","0.0002379172016295966","32","0.0002379172016295966","0","0.0002379172016295966","0.0002379172016295966","106:0.006937538886438721;108:0.0030909200832424377;117:0.018033394816198534;97:0.002625606281152576","106:188;108:168;117:208;97:128","0.0355224609375","Yes"
"108","225.96053438239005","278.89783269822016","0.08203125","0.158935546875","0.005126953125","2400","0.001009915653345437","32","0.001009915653345437","0","0.001009915653345437","0.001009915653345437","107:0.0030909200832424377;109:0.0028059898114233817;118:0.030739117726961085;98:0.009051221213431382","107:168;109:128;118:128;98:348","0.08203125","Yes"
"109","326.1121388180281","387.05851475389943","0.01416015625","0.020263671875","0.008056640625","2400","0.0002521208727705725","32","0.0002521208727705725","0","0.0002521208727705725","0.0002521208727705725","99:0.005171452249004366;108:0.0028059898114233817;119:0.002424713674558626","99:188;108:128;119:128","0.01416015625","Yes"
"110","282.88574766976257","216.8471558097337","0.011474609375","0.0185546875","0.00439453125","2400","0.00023264963780176027","32","0.00023264963780176027","0","0.00023264963780176027","0.00023264963780176027","100:0.001419626603138796;111:0.0019693541144896742","100:128;111:128","0.011474609375","Yes"
"111","429.50452119387745","368.3182912714194","0.0125732421875","0.015380859375","0.009765625","2400","0.00024075583278074025","32","0.00024075583278074025","0","0.00024075583278074025","0.00024075583278074025","112:0.0015994173787406696;110:0.0019693541144896742;101:0.0026186700781627714","112:128;110:128;101:248","0.0125732421875","Yes"
"112","189.9238204683905","223.03062299600313","0.0191650390625","0.026611328125","0.01171875","2400","0.00021808907368776252","32","0.00021808907368776252","0","0.00021808907368776252","0.00021808907368776252","111:0.0015994173787406696;113:0.002029512582700621;102:0.010922717907930146","111:128;113:168;102:168","0.0191650390625","Yes"
"113","373.95501684628425","344.1529810476861","0.0120849609375","0.0107421875","0.013427734375","2400","0.00014546093982051588","32","0.00014546093982051588","0","0.00014546093982051588","0.00014546093982051588","103:0.0033473207452620612;112:0.002029512582700621;114:0.004150164635635417","103:428;112:168;114:128","0.0120849609375","Yes"
"114","358.4063573586217","293.36853907103534","0.020751953125","0.0341796875","0.00732421875","2400","0.0002747386725565478","32","0.0002747386725565478","0","0.0002747386725565478","0.0002747386725565478","115:0.005683124369053216;104:0.004491148836570563;113:0.004150164635635417","115:128;104:128;113:128","0.020751953125","Yes"
"115","358.52750702073934","334.33338599197486","0.01171875","0.014404296875","0.009033203125","2400","0.0002774908647371444","32","0.0002774908647371444","0","0.0002774908647371444","0.0002774908647371444","114:0.005683124369053216;105:0.0039269750172724605;116:0.0019277732360321875","114:128;105:148;116:128","0.01171875","Yes"
"116","364.4954019822877","226.4852001534944","0.021484375","0.01953125","0.0234375","2400","0.00024099830265177682","32","0.00024099830265177682","0","0.00024099830265177682","0.00024099830265177682","106:0.0032227377142913793;115:0.0019277732360321875;117:0.01869974789434725","106:128;115:128;117:128","0.021484375","Yes"
"117","366.6193611272669","434.52288959314694","0.0201416015625","0.03125","0.009033203125","2400","0.0002452009441190222","32","0.0002452009441190222","0","0.0002452009441190222","0.0002452009441190222","107:0.018033394816198534;116:0.01869974789434725;118:0.006634331759797912","107:208;116:128;118:128","0.0201416015625","Yes"
"118","467.5422692523533","307.9784862849616","0.021484375","0.02294921875","0.02001953125","2400","0.00018577133704473717","32","0.00018577133704473717","0","0.00018577133704473717","0.00018577133704473717","119:0.0025687321728875556;108:0.030739117726961085;117:0.006634331759797912","119:128;108:128;117:128","0.021484375","Yes"
"119","461.1513084281328","479.0259387411249","0.0283203125","0.033203125","0.0234375","2400","0.00010103802903465455","32","0.00010103802903465455","0","0.00010103802903465455","0.00010103802903465455","118:0.0025687321728875556;109:0.002424713674558626","118:128;109:128","0.0283203125","Yes"
